links,names,address,ratings,price for two,cuisine
https://www.zomato.com/pune/bubsterrs-bar-kitchen-kharadi/info,Bubsterr's Bar & Kitchen/,N/A,4.4,"₹1,000 for two","Continental, Bar Food, Chinese, Desserts, Finger Food, Grilled Chicken"
https://www.zomato.com/pune/shahi-pune-restaurant-katraj/info,Shahi Pune Restaurant/,N/A,3.7,₹300 for two,"Maharashtrian, Biryani"
https://www.zomato.com/pune/aha-baangali-wakad/info,Aha! Baangali/,N/A,3.6,₹850 for two,"Bengali, Seafood, Biryani, Mughlai, Desserts, Beverages"
https://www.zomato.com/pune/xia-by-hilton-garden-inn-hinjawadi/info,Xia By Hilton Garden Inn/,N/A,4.3,"₹2,500 for two","Chinese, Asian, Japanese, Desserts"
https://www.zomato.com/pune/aur-coffee-nibm-road/info,AUR Coffee/,N/A,New,₹250 for two,"Coffee, Desserts, Tea, Shake"
https://www.zomato.com/pune/tatva-restaurant-and-cafe-lohegaon/info,Tatva Restaurant And Cafe/,N/A,3.8,"₹1,200 for two","Chinese, Continental, Biryani, North Indian, Desserts, Beverages"
https://www.zomato.com/pune/arthurs-theme-koregaon-park/info,Arthur's Theme/,N/A,4.5,"₹1,800 for two","European, Italian, Fast Food, Seafood, Pizza, Pasta, Desserts"
https://www.zomato.com/pune/atithi-pure-veg-2-wakad/info,Atithi Pure Veg/,N/A,3.3,"₹1,200 for two","South Indian, North Indian, Sandwich, Biryani, Chinese, Sichuan, Kebab, Beverages"
https://www.zomato.com/pune/sandwich-express-salunkhe-vihar-road/info,Sandwich Express/,N/A,3.8,₹200 for two,"Sandwich, Fast Food, Beverages"
https://www.zomato.com/pune/rainforest-resto-bar-viman-nagar/info,Rainforest Resto Bar/,N/A,4.2,"₹1,800 for two","North Indian, Chinese, Oriental, Sichuan, Biryani, Continental, Seafood"
https://www.zomato.com/pune/log-house-restaurant-baner/info,Log House Restaurant/,N/A,4.2,"₹1,000 for two","North Indian, Mughlai, Biryani, Chinese, Fast Food, Desserts, Beverages"
https://www.zomato.com/pune/momos-junction-1-wakad/info,Momos Junction/,N/A,3.9,₹300 for two,"Momos, Chinese"
https://www.zomato.com/pune/tiranga-veg-non-veg-pimpri/info,Tiranga Veg Non-Veg/,N/A,4.1,₹500 for two,"Biryani, North Indian, Maharashtrian, Seafood, Mughlai, Kebab, Hyderabadi, Chinese"
https://www.zomato.com/pune/buon-cibo-the-italian-cafe-baner/info,Buon Cibo- The Italian Cafe/,N/A,4.6,₹850 for two,"Mexican, Italian, Continental, Pizza, Pasta"
https://www.zomato.com/pune/dorabjee-sons-camp-area/info,Dorabjee & Sons/,N/A,4.0,₹600 for two,"Parsi, Mughlai, North Indian"
https://www.zomato.com/pune/casa-nostra-1-kharadi/info,Casa Nostra/,N/A,3.4,"₹1,100 for two","North Indian, Italian, Continental, Seafood, Biryani, Chinese, Desserts, Coffee"
https://www.zomato.com/pune/bottle-forest-mundhwa/info,Bottle Forest/,N/A,4.1,"₹1,600 for two","Chinese, Salad, Kerala, Oriental, Italian"
https://www.zomato.com/pune/love-saute-kondhwa/info,Love & Saute/,N/A,4.1,"₹1,200 for two","North Indian, Continental, Chinese, Italian, Salad, Fast Food, Desserts, Beverages"
https://www.zomato.com/pune/brewing-bistro-baner/info,Brewing Bistro/,N/A,4.5,₹700 for two,"Cafe, Continental, Sandwich, Pizza, Pasta, Fast Food, Desserts, Beverages"
https://www.zomato.com/pune/la-grange-bund-garden/info,La Grange/,N/A,4.1,₹700 for two,"Cafe, Bakery, Desserts, Coffee"
https://www.zomato.com/pune/ambrozia-cafe-and-patisserie-viman-nagar/info,Ambrozia Cafe And Patisserie/,N/A,4.3,₹500 for two,"Cafe, Bakery, Italian, Pizza, Sandwich, Fast Food, Desserts, Beverages"
https://www.zomato.com/pune/rihla-bake-house-baner/info,Rihla Bake House/,N/A,3.9,₹400 for two,"Bakery, Desserts, Beverages"
https://www.zomato.com/pune/reeth-aundh/info,Reeth/,N/A,4.1,"₹1,200 for two","Biryani, Goan, South Indian"
https://www.zomato.com/pune/naivedya-thali-restaurant-1-jm-road/info,Naivedya Thali Restaurant/,N/A,3.6,₹250 for two,North Indian
https://www.zomato.com/pune/teerth-taste-of-veg-wakad/info,Teerth - Taste Of Veg/,N/A,4.4,"₹1,000 for two","North Indian, South Indian, Continental, Chinese, Maharashtrian, Biryani, Salad, Desserts"
https://www.zomato.com/pune/360-degree-the-rooftop-restaurant-bar-jm-road/info,360 Degree - The Rooftop Restaurant & Bar/,N/A,4.1,"₹1,400 for two","Beverages, Chinese, North Indian"
https://www.zomato.com/pune/dragonfly-radisson-blu-hinjawadi/info,Dragonfly - Radisson Blu/,N/A,3.9,"₹2,500 for two","Asian, Japanese"
https://www.zomato.com/pune/tiranga-camp-area/info,Tiranga/,N/A,4.2,₹500 for two,"Biryani, Maharashtrian, North Indian, Chinese, Mughlai, Seafood, Kebab, Hyderabadi"
https://www.zomato.com/pune/baba-ramdev-dhaba-nigdi/info,Baba Ramdev Dhaba/,N/A,4.2,₹500 for two,"North Indian, Rajasthani, Chinese, Maharashtrian"
https://www.zomato.com/pune/alto-vino-jw-marriott-pune-senapati-bapat-road/info,Alto Vino - JW Marriott Pune/,N/A,4.4,"₹4,000 for two","Italian, Pizza, Pasta, Asian, North Indian, Bakery, Desserts"
https://www.zomato.com/pune/signature-fine-dining-viman-nagar/info,Signature Fine Dining/,N/A,4.3,"₹1,600 for two","North Indian, Mughlai, Chinese, Seafood, Biryani, Kebab, Desserts, Beverages"
https://www.zomato.com/pune/sicilias-salunkhe-vihar-road/info,Sicilia's/,N/A,New,₹450 for two,"Cafe, Coffee, Continental, Italian, Burger, Fast Food, Desserts, Beverages"
https://www.zomato.com/pune/karolbaug-the-dhaba-hinjawadi/info,Karolbaug The Dhaba/,N/A,3.8,₹850 for two,"Chinese, North Indian, Kebab, Mughlai, Seafood, Ice Cream, Desserts, Beverages"
https://www.zomato.com/pune/tiranga-budhwar-peth/info,Tiranga/,N/A,4.2,₹500 for two,"Biryani, Maharashtrian, North Indian, Seafood, Hyderabadi, Mughlai, Kebab, Chinese"
